visit_date,destinations,visitors,language,is_focus
2019-03-01,aaa,6.508047585724283,en,0
2019-04-01,aab,2.0993701889433174,en,0
2019-01-01,aac,44.086773967809656,en,0
2018-05-01,aad,0.2099370188943317,en,0
2019-06-01,aae,100.34989503149055,de,0
2018-06-01,aaf,140.65780265920225,es,0
2018-07-01,aag,20.573827851644506,de,0
2018-06-01,aah,37.57872638208538,en,0
2018-05-01,aai,8.81735479356193,en,0
2019-10-01,aaj,5.668299510146956,fr,0
2018-05-01,aak,30.02099370188943,nl,0
2018-10-01,aal,5.038488453463961,en,0
2018-08-01,aam,41.35759272218335,en,0
2019-09-01,aan,18.474457662701187,en,0
2018-05-01,aao,6.08817354793562,en,0
2019-10-01,aag,45.976207137858644,nl,0
2019-05-01,aap,17.42477256822953,en,0
2018-09-01,aaq,0.8397480755773268,nl,0
2018-07-01,aar,7.3477956613016095,de,0
2019-08-01,aaj,60.881735479356195,en,0
2018-08-01,aas,22.043386983904828,en,0
2018-11-01,aat,52.90412876137159,en,0
2019-01-01,aau,24.562631210636805,en,0
2019-05-01,aav,55.003498950314906,en,0
2018-12-01,aaw,39.25822253324003,en,0
2019-05-01,aax,7.557732680195941,de,0
2019-05-01,aay,87.96361091672497,en,0
2019-02-01,aaz,2.309307207837649,de,0
2018-09-01,aba,5.668299510146956,en,0
2018-11-01,abb,0.4198740377886634,en,0
2019-05-01,abc,1.2596221133659902,en,0
2018-10-01,aac,21.833449965010495,en,0
2019-02-01,abd,5.668299510146956,nl,0
2019-01-01,abe,1.8894331700489853,en,0
2019-03-01,abf,3.1490552834149756,en,0
2019-03-01,abg,9.657102869139258,nl,0
2019-07-01,abh,6.298110566829951,de,0
2018-07-01,aam,56.68299510146956,en,0
2019-01-01,abi,25.1924422673198,es,0
2018-08-01,abj,0.2099370188943317,es,0
2019-09-01,abk,0.0,en,0
2018-07-01,abl,17.004898530440865,en,0
2019-10-01,abm,0.0,de,0
2018-09-01,abn,91.32260321903428,en,0
2019-02-01,abo,58.57242827151855,en,0
2018-06-01,abp,0.0,en,0
2018-06-01,abq,0.2099370188943317,en,0
2018-05-01,aar,20.153953813855843,en,0
2019-01-01,abr,14.695591322603219,en,0
2018-06-01,abs,3.5689293212036386,en,0
2019-02-01,abt,4.618614415675298,fr,0
2018-11-01,abu,24.142757172848142,en,0
2019-03-01,abv,16.794961511546536,en,0
2018-08-01,abw,19.734079776067176,en,0
2019-02-01,abx,29.391182645206435,en,0
2018-08-01,aby,1.4695591322603219,fr,0
2019-10-01,aah,143.59692092372288,fr,0
2018-11-01,abz,0.2099370188943317,es,0
2018-08-01,aca,3.1490552834149756,en,0
2019-04-01,acb,8.397480755773268,en,0
2019-10-01,acc,18.68439468159552,en,0
2019-07-01,acd,0.0,de,0
2018-07-01,ace,6.08817354793562,en,0
2018-09-01,acf,3.9888033589923024,en,0
2019-08-01,acg,5.8782365290412875,en,0
2019-07-01,ach,3.5689293212036386,en,0
2018-12-01,aci,7.557732680195941,en,0
2019-03-01,acj,7.3477956613016095,en,0
2019-01-01,ack,1.4695591322603219,en,0
2019-04-01,acl,2.5192442267319803,en,0
2018-06-01,acm,189.15325402379287,en,1
2019-04-01,acn,30.440867739678094,en,0
2018-09-01,aco,6.08817354793562,en,0
2019-01-01,acp,0.2099370188943317,en,0
2019-08-01,acq,6.508047585724283,en,0
2018-06-01,acr,32.750174947515745,en,0
2018-12-01,abf,0.6298110566829951,es,0
2018-06-01,acs,5.668299510146956,es,0
2019-01-01,abt,7.3477956613016095,fr,0
2018-09-01,act,2.0993701889433174,de,0
2018-08-01,acu,0.2099370188943317,es,0
2018-07-01,abw,11.336599020293912,de,0
2019-08-01,acv,1.2596221133659902,en,0
2018-11-01,acw,0.0,en,0
2019-06-01,abt,0.2099370188943317,es,0
2018-09-01,acx,35.89923023093072,en,0
2018-09-01,acy,2.309307207837649,en,0
2019-07-01,acz,17.2148355493352,de,0
2019-09-01,ada,1.6794961511546536,en,0
2019-10-01,adb,12.596221133659903,en,0
2018-08-01,adc,4.618614415675298,de,0
2019-07-01,add,14.065780265920223,en,0
2018-05-01,ade,1.0496850944716585,en,0
2018-12-01,adf,2.0993701889433174,en,0
2018-05-01,adg,3.358992302309307,en,0
2019-07-01,adh,9.447165850244927,en,0
2018-07-01,adi,7.137858642407278,es,0
2018-12-01,adj,8.397480755773268,fr,0
2018-06-01,adk,15.325402379286214,fr,0
2018-10-01,adl,15.115465360391882,en,0
2018-09-01,adm,14.90552834149755,en,0
2018-07-01,adn,7.3477956613016095,de,0
2019-02-01,ado,43.666899930020996,en,0
2019-09-01,adp,4.618614415675298,en,0
2018-11-01,adq,0.0,nl,0
2019-05-01,adr,0.2099370188943317,fr,0
2019-10-01,ads,2.0993701889433174,en,0
2019-05-01,adt,3.1490552834149756,nl,0
2019-09-01,adu,0.4198740377886634,en,0
2019-06-01,acn,1.6794961511546536,de,0
2019-10-01,adv,0.4198740377886634,de,0
2019-10-01,adw,0.4198740377886634,en,0
2018-09-01,adx,12.596221133659903,en,0
2019-05-01,ady,0.0,de,0
2019-08-01,aax,2.0993701889433174,fr,0
2018-11-01,adz,5.248425472358292,de,0
2019-08-01,aea,0.4198740377886634,es,0
2019-04-01,aeb,0.0,fr,0
2018-08-01,abl,17.004898530440865,en,0
2018-06-01,aec,10.076976906927921,de,0
2019-04-01,aed,38.628411476557034,en,0
2019-09-01,aee,0.0,en,0
2018-12-01,aef,0.6298110566829951,en,0
2019-04-01,aeg,1.6794961511546536,fr,0
2018-09-01,aeh,1.0496850944716585,es,0
2019-09-01,aei,1.8894331700489853,en,0
2019-07-01,aej,1.4695591322603219,en,0
2019-02-01,aek,6.298110566829951,nl,0
2018-09-01,ael,1.4695591322603219,de,0
2018-07-01,aem,2.0993701889433174,en,0
2019-02-01,adk,24.982505248425472,en,0
2019-09-01,aen,4.828551434569629,en,0
2018-08-01,aeo,1.6794961511546536,de,0
2019-03-01,aep,73.68789363191043,en,0
2018-08-01,acn,27.711686494051783,en,0
2019-04-01,aeq,5.4583624912526245,en,0
2018-09-01,aer,2.939118264520644,en,0
2019-07-01,aes,0.6298110566829951,es,0
2019-04-01,aet,8.81735479356193,de,0
2018-11-01,acr,5.4583624912526245,fr,0
2019-08-01,aet,12.176347095871238,en,0
2019-09-01,aeu,1.0496850944716585,de,0
2018-11-01,aev,11.12666200139958,de,0
2019-10-01,aew,0.8397480755773268,en,0
2019-10-01,aex,16.37508747375787,fr,0
2018-06-01,aey,15.325402379286214,en,0
2019-08-01,aex,8.187543736878936,en,0
2019-04-01,aez,1.2596221133659902,en,0
2019-01-01,afa,3.1490552834149756,de,0
2018-06-01,afb,0.0,de,0
2018-11-01,afc,0.8397480755773268,fr,0
2018-09-01,afd,6.717984604618614,en,0
2018-08-01,afe,2.939118264520644,en,0
2018-09-01,aff,52.27431770468859,en,0
2019-08-01,afg,4.198740377886634,en,0
2019-07-01,afh,5.668299510146956,de,0
2018-09-01,aev,3.1490552834149756,es,0
2018-07-01,afi,10.496850944716584,en,0
2018-06-01,abg,19.734079776067176,fr,0
2019-04-01,aam,3.9888033589923024,nl,0
2019-03-01,afj,10.286913925822253,en,0
2018-06-01,afk,4.828551434569629,es,0
2019-04-01,afl,9.027291812456264,en,0
2019-06-01,afm,5.248425472358292,en,0
2019-03-01,afn,0.2099370188943317,de,0
2019-09-01,afo,8.397480755773268,en,0
2019-07-01,afp,2.309307207837649,en,0
2018-06-01,afq,4.198740377886634,en,0
2019-09-01,afr,0.4198740377886634,en,0
2019-09-01,afs,1.0496850944716585,de,0
2019-01-01,add,15.955213435969208,en,0
2019-02-01,aft,4.198740377886634,en,0
2019-03-01,aaf,17.42477256822953,de,0
2018-05-01,afu,3.9888033589923024,en,0
2018-09-01,afv,0.2099370188943317,en,0
2019-09-01,afw,0.0,nl,0
2019-03-01,afx,0.4198740377886634,fr,0
2018-08-01,afy,6.717984604618614,en,0
2019-01-01,afz,3.1490552834149756,en,0
2018-12-01,aga,0.6298110566829951,en,0
2019-05-01,agb,0.2099370188943317,en,0
2019-01-01,agc,24.77256822953114,en,0
2018-08-01,agd,1.4695591322603219,fr,0
2018-06-01,age,0.4198740377886634,en,0
2019-05-01,agf,1.4695591322603219,en,0
2019-08-01,aax,7.977606717984605,de,0
2018-11-01,agg,6.08817354793562,en,0
2019-05-01,acr,3.9888033589923024,de,0
2019-05-01,acx,23.72288313505948,en,0
2018-08-01,agh,3.358992302309307,en,0
2019-02-01,agi,2.309307207837649,en,0
2019-08-01,agj,1.2596221133659902,fr,0
2019-07-01,agk,1.6794961511546536,de,0
2018-11-01,agl,5.038488453463961,de,0
2019-04-01,agm,3.358992302309307,nl,0
2018-09-01,agn,1.2596221133659902,en,0
2019-03-01,ago,3.1490552834149756,en,0
2018-07-01,agp,0.6298110566829951,de,0
2018-07-01,aak,20.573827851644506,de,0
2018-06-01,agq,7.557732680195941,en,0
2019-02-01,agr,3.1490552834149756,en,0
2018-10-01,ags,1.0496850944716585,en,0
2019-06-01,acm,9.237228831350595,nl,0
2019-09-01,agt,10.706787963610916,de,0
2018-11-01,agu,1.0496850944716585,de,0
2019-09-01,agv,1.6794961511546536,en,0
2019-04-01,agw,0.2099370188943317,en,0
2019-02-01,agx,4.408677396780966,de,0
2019-01-01,aeg,6.08817354793562,en,0
2018-10-01,agy,5.038488453463961,en,0
2018-07-01,aas,18.89433170048985,en,0
2019-06-01,agz,4.828551434569629,de,0
2018-12-01,aha,0.2099370188943317,nl,0
2018-10-01,ahb,3.778866340097971,en,0
2018-06-01,ahc,2.729181245626312,de,0
2018-12-01,agq,0.0,es,0
2019-02-01,ahd,0.0,nl,0
2019-08-01,acr,5.248425472358292,de,0
2019-04-01,ahe,18.264520643806858,en,0
2018-07-01,ahf,1.6794961511546536,en,0
2018-07-01,ahg,0.0,de,0
2019-09-01,ahh,1.0496850944716585,fr,0
2018-12-01,ahi,6.08817354793562,en,0
2018-05-01,ahj,4.408677396780966,en,0
2018-09-01,ahk,0.0,de,0
2019-04-01,ahl,1.4695591322603219,en,0
2019-03-01,abw,0.8397480755773268,nl,0
2019-05-01,ahm,5.248425472358292,en,0
2019-04-01,ahn,18.68439468159552,en,0
2019-10-01,aho,0.8397480755773268,en,0
2018-09-01,ahp,1.4695591322603219,en,0
2019-01-01,ahq,0.8397480755773268,en,0
2019-08-01,ahr,0.2099370188943317,en,0
2019-03-01,ahs,4.198740377886634,en,0
2018-09-01,aht,0.2099370188943317,de,0
2018-12-01,ahu,2.0993701889433174,fr,0
2019-05-01,ahv,0.0,es,0
2018-09-01,ahw,6.508047585724283,es,0
2018-05-01,ahx,1.0496850944716585,en,0
2019-06-01,ahy,0.0,de,0
2019-02-01,ahz,0.0,nl,0
2018-06-01,aia,10.286913925822253,es,0
2019-01-01,aib,1.0496850944716585,en,0
2019-08-01,aic,0.6298110566829951,nl,0
2019-04-01,aid,0.4198740377886634,en,0
2019-05-01,aba,5.668299510146956,en,0
2019-10-01,aie,0.8397480755773268,en,0
2019-04-01,aif,0.2099370188943317,fr,0
2019-10-01,aig,11.966410076976906,en,0
2019-04-01,aih,0.2099370188943317,fr,0
2019-06-01,abp,0.4198740377886634,en,0
2019-02-01,aii,4.828551434569629,fr,0
2019-03-01,aij,1.6794961511546536,en,0
2018-08-01,aik,0.0,nl,0
2019-09-01,ail,1.2596221133659902,en,0
2019-07-01,ahw,12.596221133659903,en,0
2018-08-01,aim,22.46326102169349,de,0
2019-07-01,ain,0.8397480755773268,de,0
2018-08-01,ado,89.64310706787963,en,0
2019-04-01,aio,56.05318404478656,en,0
2019-06-01,aip,0.2099370188943317,fr,0
2019-09-01,aau,18.264520643806858,en,0
2019-07-01,agz,3.9888033589923024,fr,0
2019-06-01,aiq,1.4695591322603219,en,0
2019-08-01,air,26.45206438068579,en,0
2019-08-01,ais,50.59482155353394,en,0
2019-02-01,abs,5.668299510146956,en,0
2018-08-01,ahx,0.2099370188943317,es,0
2018-05-01,ait,28.761371588523442,en,0
2018-10-01,aiu,0.0,fr,0
2019-10-01,adk,64.45066480055982,de,0
2019-09-01,aiv,0.8397480755773268,en,0
2018-08-01,aep,56.89293212036389,en,0
2018-09-01,aaw,43.666899930020996,en,0
2018-06-01,aat,88.80335899230231,en,0
2018-07-01,aim,29.811056682995098,de,0
2019-01-01,aiw,22.46326102169349,de,0
2018-12-01,aaj,63.82085374387683,en,0
2019-05-01,aix,0.2099370188943317,fr,0
2019-06-01,aiy,5.8782365290412875,en,0
2019-09-01,aiz,2.0993701889433174,en,0
2018-08-01,aja,26.871938418474457,en,0
2019-02-01,ajb,7.557732680195941,en,0
2018-08-01,ajc,18.264520643806858,en,0
2019-09-01,aja,11.12666200139958,de,0
2019-03-01,aac,26.662001399580124,en,0
2019-04-01,ajd,10.076976906927921,en,0
2019-07-01,aje,9.86703988803359,en,0
2019-06-01,ajf,5.8782365290412875,en,0
2019-02-01,adi,3.358992302309307,nl,0
2019-02-01,ajg,17.2148355493352,en,0
2019-01-01,ajh,3.778866340097971,nl,0
2019-10-01,acm,4.618614415675298,es,0
2019-10-01,aji,0.2099370188943317,es,0
2019-01-01,ajj,17.004898530440865,en,0
2019-10-01,ajk,0.6298110566829951,de,0
2019-08-01,aev,13.226032190342897,en,0
2019-09-01,acr,45.976207137858644,en,0
2019-06-01,act,2.0993701889433174,fr,0
2019-10-01,ajl,0.0,en,0
2019-01-01,ajm,35.26941917424773,en,0
2018-08-01,ajn,6.298110566829951,es,0
2019-06-01,aim,30.650804758572427,en,0
2019-01-01,aar,25.1924422673198,en,0
2019-08-01,adq,14.275717284814556,en,0
2019-04-01,ajo,0.0,fr,0
2019-05-01,ajp,0.4198740377886634,fr,0
2019-08-01,aae,10.076976906927921,en,0
2018-09-01,aef,1.4695591322603219,en,0
2018-07-01,ajq,3.9888033589923024,fr,0
2019-04-01,ajr,17.004898530440865,en,0
2018-09-01,ajs,4.618614415675298,fr,0
2019-05-01,ajt,0.0,en,0
2019-08-01,aju,6.927921623512946,en,0
2019-10-01,acz,11.756473058082575,de,0
2019-10-01,ajv,1.0496850944716585,de,0
2018-08-01,ajw,0.4198740377886634,en,0
2019-07-01,ajx,6.927921623512946,en,0
2019-07-01,afo,15.955213435969208,en,0
